"work_order_id","sample_month","unit_or_location","category","sub_category","priority","submitted_at","acknowledged_at","assigned_at","completed_at","status","assigned_to","vendor","description_summary","attachment_present","permission_to_enter","pet_present","reopened","resident_rating","cost_or_effort","routing_tags"
"SAMPLE-RH-0182","Nov","Unit sample 02","Electrical","Light fixture","High","sample-Nov-01","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Light fixture.","No","Yes","No","Yes","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0183","Nov","Unit sample 03","Electrical","Breaker trip","High","sample-Nov-02","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Breaker trip.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0184","Nov","Unit sample 04","Electrical","Ceiling fan","High","sample-Nov-03","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Ceiling fan.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0185","Nov","Unit sample 05","Electrical","Outlet issue","High","sample-Nov-04","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Outlet issue.","No","Yes","Unknown","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0186","Nov","Unit sample 06","Electrical","Light fixture","High","sample-Nov-05","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Light fixture.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0187","Nov","Unit sample 07","Electrical","Breaker trip","High","sample-Nov-06","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Breaker trip.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0188","Nov","Unit sample 08","Pest Control","Common-area pest issue","Medium","sample-Nov-07","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Common-area pest issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0189","Nov","Unit sample 09","Pest Control","Follow-up treatment","Medium","sample-Nov-08","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Follow-up treatment.","No","Yes","Yes","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0190","Nov","Unit sample 10","Pest Control","Unit pest issue","Medium","sample-Nov-09","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Unit pest issue.","No","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0191","Nov","Unit sample 11","Pest Control","Common-area pest issue","Medium","sample-Nov-10","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Common-area pest issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0192","Nov","Unit sample 12","Pest Control","Follow-up treatment","Medium","sample-Nov-11","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Follow-up treatment.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0193","Nov","Unit sample 13","Pest Control","Unit pest issue","Medium","sample-Nov-12","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Unit pest issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0194","Nov","Unit sample 14","Pest Control","Common-area pest issue","Medium","sample-Nov-13","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Common-area pest issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0195","Nov","Unit sample 15","Pest Control","Follow-up treatment","Medium","sample-Nov-14","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Follow-up treatment.","No","Yes","Yes","Yes","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0196","Nov","Unit sample 16","Pest Control","Unit pest issue","Medium","sample-Nov-15","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Unit pest issue.","No","Yes","No","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0197","Nov","Unit sample 17","Pest Control","Common-area pest issue","Medium","sample-Nov-16","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Common-area pest issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0198","Nov","Unit sample 18","Pest Control","Follow-up treatment","Medium","sample-Nov-17","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Follow-up treatment.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0199","Nov","Unit sample 19","Pest Control","Unit pest issue","Medium","sample-Nov-18","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Unit pest issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0200","Nov","Unit sample 20","Pest Control","Common-area pest issue","Medium","sample-Nov-19","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Pest Control request for Common-area pest issue.","No","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0201","Dec","Unit sample 21","Flooring","Trip hazard","Low","sample-Dec-01","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Trip hazard.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0202","Dec","Unit sample 22","Flooring","Carpet wear","Low","sample-Dec-02","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Carpet wear.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0203","Dec","Unit sample 23","Flooring","Plank flooring","Low","sample-Dec-03","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Plank flooring.","Yes","Yes","No","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0204","Dec","Unit sample 24","Flooring","Trip hazard","Low","sample-Dec-04","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Trip hazard.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0205","Dec","Unit sample 25","Flooring","Carpet wear","Low","sample-Dec-05","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Carpet wear.","Yes","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0206","Dec","Unit sample 26","Flooring","Plank flooring","Low","sample-Dec-06","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Plank flooring.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0207","Dec","Unit sample 27","Flooring","Trip hazard","Low","sample-Dec-07","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Trip hazard.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0208","Dec","Unit sample 28","Flooring","Carpet wear","Low","sample-Dec-08","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Carpet wear.","Yes","Yes","No","Yes","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0209","Dec","Unit sample 29","Flooring","Plank flooring","Low","sample-Dec-09","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Plank flooring.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0210","Dec","Unit sample 30","Flooring","Trip hazard","Low","sample-Dec-10","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance","Internal maintenance first","Sanitized sample Flooring request for Trip hazard.","Yes","Yes","Yes","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0211","Dec","Unit sample 31","Painting","Faded paint","Low","sample-Dec-11","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Painting request for Faded paint.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0212","Dec","Unit sample 32","Painting","Patch and paint","Low","sample-Dec-12","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Painting request for Patch and paint.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0213","Dec","Unit sample 33","Painting","Turnover paint","Low","sample-Dec-13","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Painting request for Turnover paint.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0214","Dec","Unit sample 34","Painting","Faded paint","Low","sample-Dec-14","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Painting request for Faded paint.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0215","Dec","Unit sample 35","Painting","Patch and paint","Low","sample-Dec-15","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Painting request for Patch and paint.","Yes","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0216","Dec","Unit sample 36","Painting","Turnover paint","Low","sample-Dec-16","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Painting request for Turnover paint.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0217","Dec","Unit sample 37","Painting","Faded paint","Low","sample-Dec-17","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance","Internal maintenance first","Sanitized sample Painting request for Faded paint.","Yes","Yes","No","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0218","Dec","Unit sample 38","Painting","Patch and paint","Low","sample-Dec-18","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Painting request for Patch and paint.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
